,predicted_mean
2015-01-01,14.773274533970445
2016-01-01,14.558492877202651
2017-01-01,14.502594816861768
2018-01-01,14.46101378441715
2019-01-01,14.501109732162343
2020-01-01,14.589928492865612
2021-01-01,14.735457288176457
2022-01-01,14.923240694193808
2023-01-01,15.145636915304511
2024-01-01,15.389386193957302
